Area,Item,Year,Value,Pesticides,average_rain_fall,avg_temp
Nigeria,Sorghum,1995,1148.0,2160.97,1150.0,26.56
Nigeria,Sorghum,1995,1148.0,2160.97,1150.0,27.07
Nigeria,Sorghum,1995,1148.0,2160.97,1150.0,28.28
Nigeria,Sorghum,1995,1148.0,2160.97,1150.0,26.97
Nigeria,Sorghum,1996,1144.2,4196.13,1150.0,26.58
Nigeria,Sorghum,1996,1144.2,4196.13,1150.0,26.77
Nigeria,Sorghum,1996,1144.2,4196.13,1150.0,26.39
Nigeria,Sorghum,1996,1144.2,4196.13,1150.0,26.64
Nigeria,Sorghum,1996,1144.2,4196.13,1150.0,26.92
Nigeria,Sorghum,1996,1144.2,4196.13,1150.0,28.44
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,26.48
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,26.73
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,26.3
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,26.66
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,26.91
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,28.43
Nigeria,Sorghum,1997,1107.5,9991.77,1150.0,26.76
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,27.04
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,27.36
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,26.73
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,26.93
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,27.53
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,28.73
Nigeria,Sorghum,1998,1132.8,9588.02,1150.0,27.41
Nigeria,Sorghum,1999,1126.1,8071.43,1150.0,26.85
Nigeria,Sorghum,1999,1126.1,8071.43,1150.0,26.65
Nigeria,Sorghum,1999,1126.1,8071.43,1150.0,27.03
Nigeria,Sorghum,1999,1126.1,8071.43,1150.0,28.57
Nigeria,Sorghum,1999,1126.1,8071.43,1150.0,26.74
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,26.32
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,26.75
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,26.07
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,26.38
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,27.02
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,28.5
Nigeria,Sorghum,2000,1120.0,3879.78,1150.0,26.76
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,26.58
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,26.76
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,26.33
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,26.47
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,26.92
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,28.3
Nigeria,Sorghum,2001,1100.0,4716.87,1150.0,26.67
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,26.95
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,26.98
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,26.73
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,26.96
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,27.13
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,28.72
Nigeria,Sorghum,2002,1100.0,7238.52,1150.0,27.01
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,26.95
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,27.11
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,26.73
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,26.99
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,27.32
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,28.88
Nigeria,Sorghum,2004,1220.0,12797.75,1150.0,27.19
Nigeria,Sorghum,2005,1260.0,15335.75,1150.0,27.09
Nigeria,Sorghum,2005,1260.0,15335.75,1150.0,27.27
Nigeria,Sorghum,2005,1260.0,15335.75,1150.0,26.94
Nigeria,Sorghum,2005,1260.0,15335.75,1150.0,27.39
Nigeria,Sorghum,2005,1260.0,15335.75,1150.0,29.04
Nigeria,Sorghum,2005,1260.0,15335.75,1150.0,27.16
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,27.24
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,27.38
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,27.03
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,27.26
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,27.53
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,29.06
Nigeria,Sorghum,2006,1350.0,13557.33,1150.0,27.29
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,27.2
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,27.29
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,26.99
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,27.25
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,27.46
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,28.79
Nigeria,Sorghum,2007,1159.5,9729.19,1150.0,27.32
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,26.75
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,27.07
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,26.41
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,26.71
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,27.3
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,28.51
Nigeria,Sorghum,2008,1223.3,11510.93,1150.0,27.18
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,27.19
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,27.35
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,27.03
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,27.48
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,27.53
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,29.29
Nigeria,Sorghum,2009,1114.5,18095.71,1150.0,27.45
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,27.35
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,27.56
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,27.21
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,27.64
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,27.79
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,29.39
Nigeria,Sorghum,2010,1439.7,26872.77,1150.0,27.49
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,27.09
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,27.13
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,26.93
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,27.2
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,27.35
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,28.84
Nigeria,Sorghum,2011,1220.6,31079.27,1150.0,27.18
Nigeria,Sorghum,2012,1144.5,33968.12,1150.0,26.93
Nigeria,Sorghum,2012,1144.5,33968.12,1150.0,27.0
Nigeria,Sorghum,2012,1144.5,33968.12,1150.0,26.68
Nigeria,Sorghum,2012,1144.5,33968.12,1150.0,26.87
Nigeria,Sorghum,2012,1144.5,33968.12,1150.0,27.15
Nigeria,Sorghum,2012,1144.5,33968.12,1150.0,28.57
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,27.25
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,27.17
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,27.16
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,27.76
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,27.36
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,29.71
Nigeria,Sorghum,2013,972.7,40668.25,1150.0,27.24
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,26.74
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,26.88
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,26.56
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,26.85
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,27.06
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,28.74
Nigeria,Soya beans,1990,299.0,3445.22,1150.0,26.84
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,26.39
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,26.61
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,26.12
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,26.43
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,26.88
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,28.37
Nigeria,Soya beans,1991,309.8,2508.1,1150.0,26.8
Nigeria,Soya beans,1992,300.2,1717.5,1150.0,26.08
Nigeria,Soya beans,1992,300.2,1717.5,1150.0,26.49
Nigeria,Soya beans,1992,300.2,1717.5,1150.0,25.76
Nigeria,Soya beans,1992,300.2,1717.5,1150.0,25.96
Nigeria,Soya beans,1992,300.2,1717.5,1150.0,26.73
Nigeria,Soya beans,1992,300.2,1717.5,1150.0,27.87
Nigeria,Soya beans,1993,300.2,948.79,1150.0,26.44
Nigeria,Soya beans,1993,300.2,948.79,1150.0,26.7
Nigeria,Soya beans,1993,300.2,948.79,1150.0,26.25
Nigeria,Soya beans,1993,300.2,948.79,1150.0,26.51
Nigeria,Soya beans,1993,300.2,948.79,1150.0,26.9
Nigeria,Soya beans,1993,300.2,948.79,1150.0,28.54
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,26.18
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,26.6
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,25.9
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,26.13
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,26.84
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,28.04
Nigeria,Soya beans,1994,300.2,1139.08,1150.0,26.69
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,26.62
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,26.85
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,26.37
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,26.56
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,27.07
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,28.28
Nigeria,Soya beans,1995,465.2,2160.97,1150.0,26.97
Nigeria,Soya beans,1996,641.4,4196.13,1150.0,26.58
Nigeria,Soya beans,1996,641.4,4196.13,1150.0,26.77
Nigeria,Soya beans,1996,641.4,4196.13,1150.0,26.39
Nigeria,Soya beans,1996,641.4,4196.13,1150.0,26.64
Nigeria,Soya beans,1996,641.4,4196.13,1150.0,26.92
Nigeria,Soya beans,1996,641.4,4196.13,1150.0,28.44
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,26.48
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,26.73
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,26.3
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,26.66
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,26.91
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,28.43
Nigeria,Soya beans,1997,664.8,9991.77,1150.0,26.76
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,27.04
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,27.36
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,26.73
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,26.93
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,27.53
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,28.73
Nigeria,Soya beans,1998,736.4,9588.02,1150.0,27.41
Nigeria,Soya beans,1999,800.0,8071.43,1150.0,26.85
Nigeria,Soya beans,1999,800.0,8071.43,1150.0,26.65
Nigeria,Soya beans,1999,800.0,8071.43,1150.0,27.03
Nigeria,Soya beans,1999,800.0,8071.43,1150.0,28.57
Nigeria,Soya beans,1999,800.0,8071.43,1150.0,26.74
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,26.32
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,26.75
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,26.07
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,26.38
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,27.02
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,28.5
Nigeria,Soya beans,2000,829.8,3879.78,1150.0,26.76
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,26.58
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,26.76
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,26.33
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,26.47
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,26.92
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,28.3
Nigeria,Soya beans,2001,840.1,4716.87,1150.0,26.67
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,26.95
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,26.98
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,26.73
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,26.96
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,27.13
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,28.72
Nigeria,Soya beans,2002,859.3,7238.52,1150.0,27.01
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,26.95
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,27.11
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,26.73
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,26.99
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,27.32
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,28.88
Nigeria,Soya beans,2004,899.5,12797.75,1150.0,27.19
Nigeria,Soya beans,2005,940.1,15335.75,1150.0,27.09
Nigeria,Soya beans,2005,940.1,15335.75,1150.0,27.27
Nigeria,Soya beans,2005,940.1,15335.75,1150.0,26.94
Nigeria,Soya beans,2005,940.1,15335.75,1150.0,27.39
Nigeria,Soya beans,2005,940.1,15335.75,1150.0,29.04
Nigeria,Soya beans,2005,940.1,15335.75,1150.0,27.16
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,27.24
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,27.38
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,27.03
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,27.26
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,27.53
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,29.06
Nigeria,Soya beans,2006,960.3,13557.33,1150.0,27.29
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,27.2
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,27.29
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,26.99
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,27.25
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,27.46
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,28.79
Nigeria,Soya beans,2007,909.1,9729.19,1150.0,27.32
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,26.75
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,27.07
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,26.41
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,26.71
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,27.3
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,28.51
Nigeria,Soya beans,2008,970.4,11510.93,1150.0,27.18
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,27.19
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,27.35
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,27.03
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,27.48
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,27.53
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,29.29
Nigeria,Soya beans,2009,720.6,18095.71,1150.0,27.45
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,27.35
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,27.56
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,27.21
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,27.64
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,27.79
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,29.39
Nigeria,Soya beans,2010,1295.1,26872.77,1150.0,27.49
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,27.09
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,27.13
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,26.93
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,27.2
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,27.35
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,28.84
Nigeria,Soya beans,2011,822.3,31079.27,1150.0,27.18
Nigeria,Soya beans,2012,972.6,33968.12,1150.0,26.93
Nigeria,Soya beans,2012,972.6,33968.12,1150.0,27.0
Nigeria,Soya beans,2012,972.6,33968.12,1150.0,26.68
Nigeria,Soya beans,2012,972.6,33968.12,1150.0,26.87
Nigeria,Soya beans,2012,972.6,33968.12,1150.0,27.15
Nigeria,Soya beans,2012,972.6,33968.12,1150.0,28.57
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,27.25
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,27.17
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,27.16
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,27.76
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,27.36
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,29.71
Nigeria,Soya beans,2013,761.7,40668.25,1150.0,27.24
Nigeria,Wheat,1990,833.3,3445.22,1150.0,26.74
Nigeria,Wheat,1990,833.3,3445.22,1150.0,26.88
Nigeria,Wheat,1990,833.3,3445.22,1150.0,26.56
Nigeria,Wheat,1990,833.3,3445.22,1150.0,26.85
Nigeria,Wheat,1990,833.3,3445.22,1150.0,27.06
Nigeria,Wheat,1990,833.3,3445.22,1150.0,28.74
Nigeria,Wheat,1990,833.3,3445.22,1150.0,26.84
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,26.39
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,26.61
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,26.12
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,26.43
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,26.88
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,28.37
Nigeria,Wheat,1991,1200.0,2508.1,1150.0,26.8
Nigeria,Wheat,1992,1333.3,1717.5,1150.0,26.08
Nigeria,Wheat,1992,1333.3,1717.5,1150.0,26.49
Nigeria,Wheat,1992,1333.3,1717.5,1150.0,25.76
Nigeria,Wheat,1992,1333.3,1717.5,1150.0,25.96
Nigeria,Wheat,1992,1333.3,1717.5,1150.0,26.73
Nigeria,Wheat,1992,1333.3,1717.5,1150.0,27.87
Nigeria,Wheat,1993,2328.6,948.79,1150.0,26.44
Nigeria,Wheat,1993,2328.6,948.79,1150.0,26.7
Nigeria,Wheat,1993,2328.6,948.79,1150.0,26.25
Nigeria,Wheat,1993,2328.6,948.79,1150.0,26.51
Nigeria,Wheat,1993,2328.6,948.79,1150.0,26.9
Nigeria,Wheat,1993,2328.6,948.79,1150.0,28.54
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,26.18
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,26.6
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,25.9
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,26.13
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,26.84
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,28.04
Nigeria,Wheat,1994,2346.7,1139.08,1150.0,26.69
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,26.62
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,26.85
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,26.37
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,26.56
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,27.07
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,28.28
Nigeria,Wheat,1995,2180.0,2160.97,1150.0,26.97
Nigeria,Wheat,1996,2043.5,4196.13,1150.0,26.58
Nigeria,Wheat,1996,2043.5,4196.13,1150.0,26.77
Nigeria,Wheat,1996,2043.5,4196.13,1150.0,26.39
Nigeria,Wheat,1996,2043.5,4196.13,1150.0,26.64
Nigeria,Wheat,1996,2043.5,4196.13,1150.0,26.92
Nigeria,Wheat,1996,2043.5,4196.13,1150.0,28.44
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,26.48
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,26.73
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,26.3
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,26.66
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,26.91
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,28.43
Nigeria,Wheat,1997,2640.0,9991.77,1150.0,26.76
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,27.04
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,27.36
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,26.73
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,26.93
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,27.53
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,28.73
Nigeria,Wheat,1998,2000.0,9588.02,1150.0,27.41
Nigeria,Wheat,1999,2012.0,8071.43,1150.0,26.85
Nigeria,Wheat,1999,2012.0,8071.43,1150.0,26.65
Nigeria,Wheat,1999,2012.0,8071.43,1150.0,27.03
Nigeria,Wheat,1999,2012.0,8071.43,1150.0,28.57
Nigeria,Wheat,1999,2012.0,8071.43,1150.0,26.74
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,26.32
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,26.75
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,26.07
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,26.38
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,27.02
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,28.5
Nigeria,Wheat,2000,1403.8,3879.78,1150.0,26.76
Nigeria,Wheat,2001,980.8,4716.87,1150.0,26.58
Nigeria,Wheat,2001,980.8,4716.87,1150.0,26.76
Nigeria,Wheat,2001,980.8,4716.87,1150.0,26.33
Nigeria,Wheat,2001,980.8,4716.87,1150.0,26.47
Nigeria,Wheat,2001,980.8,4716.87,1150.0,26.92
Nigeria,Wheat,2001,980.8,4716.87,1150.0,28.3
Nigeria,Wheat,2001,980.8,4716.87,1150.0,26.67
Nigeria,Wheat,2002,981.8,7238.52,1150.0,26.95
Nigeria,Wheat,2002,981.8,7238.52,1150.0,26.98
Nigeria,Wheat,2002,981.8,7238.52,1150.0,26.73
Nigeria,Wheat,2002,981.8,7238.52,1150.0,26.96
Nigeria,Wheat,2002,981.8,7238.52,1150.0,27.13
Nigeria,Wheat,2002,981.8,7238.52,1150.0,28.72
Nigeria,Wheat,2002,981.8,7238.52,1150.0,27.01
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,26.95
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,27.11
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,26.73
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,26.99
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,27.32
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,28.88
Nigeria,Wheat,2004,1069.0,12797.75,1150.0,27.19
Nigeria,Wheat,2005,1100.0,15335.75,1150.0,27.09
Nigeria,Wheat,2005,1100.0,15335.75,1150.0,27.27
Nigeria,Wheat,2005,1100.0,15335.75,1150.0,26.94
Nigeria,Wheat,2005,1100.0,15335.75,1150.0,27.39
Nigeria,Wheat,2005,1100.0,15335.75,1150.0,29.04
Nigeria,Wheat,2005,1100.0,15335.75,1150.0,27.16
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,27.24
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,27.38
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,27.03
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,27.26
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,27.53
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,29.06
Nigeria,Wheat,2006,1127.0,13557.33,1150.0,27.29
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,27.2
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,27.29
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,26.99
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,27.25
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,27.46
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,28.79
Nigeria,Wheat,2007,1692.3,9729.19,1150.0,27.32
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,26.75
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,27.07
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,26.41
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,26.71
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,27.3
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,28.51
Nigeria,Wheat,2008,1656.3,11510.93,1150.0,27.18
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,27.19
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,27.35
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,27.03
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,27.48
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,27.53
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,29.29
Nigeria,Wheat,2009,1666.7,18095.71,1150.0,27.45
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,27.35
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,27.56
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,27.21
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,27.64
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,27.79
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,29.39
Nigeria,Wheat,2010,1484.4,26872.77,1150.0,27.49
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,27.09
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,27.13
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,26.93
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,27.2
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,27.35
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,28.84
Nigeria,Wheat,2011,1279.1,31079.27,1150.0,27.18
Nigeria,Wheat,2012,1018.9,33968.12,1150.0,26.93
Nigeria,Wheat,2012,1018.9,33968.12,1150.0,27.0
Nigeria,Wheat,2012,1018.9,33968.12,1150.0,26.68
Nigeria,Wheat,2012,1018.9,33968.12,1150.0,26.87
Nigeria,Wheat,2012,1018.9,33968.12,1150.0,27.15
Nigeria,Wheat,2012,1018.9,33968.12,1150.0,28.57
Nigeria,Wheat,2013,1000.0,40668.25,1150.0,27.25
